comment_text,clean_text,sentiment
RT @syazlicious: Best describes Kat and Andre #mkr http://t.co/Qaa6BWi4PM,rt best describes kat and andre mkr,positive
"@TamedInsanity @Noin007 Ladies...unlike drugs, you can always SHARE a hooker.",ladies unlike drugs you can always share a hooker,positive
"RT @Jus_HollyWood Call me sexist but 98% of y'all women cannot drive man, and 100% of y'all read this and said ""not me"" in y'all head",rt call me sexist but of y all women cannot drive man and of y all read this and said not me in y all head,neutral
@FraaankSalazar Just saw it a few days ago.  It's brilliant.  Need fifty more like it...,just saw it a few days ago it s brilliant need fifty more like it,positive
RT @9alex_cruz4 I'm not sexist but girls and driving doesn't work.,rt i m not sexist but girls and driving doesn t work,neutral
"@BristolBen Ben I'm open to meeting good feminists like Helen, etc. but uh...how can I say nicely, Maddy is...not smart...at all. A lemming.",ben i m open to meeting good feminists like helen etc but uh how can i say nicely maddy is not smart at all a lemming,positive
RT @mcRelyt: #FeministsAreUgly http://t.co/OqRhk26Rrf,rt feministsareugly,neutral
I see your maturity level has remained at the same level as then @billyhiphop Not sexist but the last thing a woman changed in me is diapers,i see your maturity level has remained at the same level as then not sexist but the last thing a woman changed in me is diapers,neutral
RT @asredasmyhair: They claim to be for equality...and then cont. to focus only on women's issues. #WomenAgainstFeminism #FemFreeFriday htt…,rt they claim to be for equality and then cont to focus only on women s issues womenagainstfeminism femfreefriday htt,neutral
RT @uberfeminist: Did anybody get glass in the face during an American Sniper showing? These #FiftyShades fans play for keeps,rt did anybody get glass in the face during an american sniper showing these fiftyshades fans play for keeps,positive
"RT @mxattx: @antiquusxy i'm not sexist, i believe women should have equal rights/pay, i just can't stand feminazis making everything about …",rt i m not sexist i believe women should have equal rights pay i just can t stand feminazis making everything about,negative
"OK @Krygier_Lilly Call me sexist, but most people I have muted on my twitter are women.",ok call me sexist but most people i have muted on my twitter are women,positive
"Kat, a massive c*nt. The biggest ever on #mkr #cuntandandre",kat a massive c nt the biggest ever on mkr cuntandandre,neutral
"RT @stuartreeves I'm not sexist but the thought of an all female Ghostbusters 3, scares me more than any ghost they could think up! #badidea",rt i m not sexist but the thought of an all female ghostbusters scares me more than any ghost they could think up badidea,negative
Who told these fucking girls they were hot #mkr #cuntofahead,who told these fucking girls they were hot mkr cuntofahead,neutral
"Only 2 oppressions. @Prattsays I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.",only oppressions i m not sexist but i just remembered why i hate feminists unless you re black orjewish please stop whining,negative
THE OUTRAGE. THE OPPRESSION. @FreeWilly_21 I'm not sexist but why is Annika on my memorial badges? #PGANotLPGA,the outrage the oppression i m not sexist but why is annika on my memorial badges pganotlpga,negative
RT @Crowlberg: Call me sexist but the sound of female hockey fans screeching at the ice from nosebleeds is causing me pain. Id rather hear …,rt call me sexist but the sound of female hockey fans screeching at the ice from nosebleeds is causing me pain id rather hear,negative
.@38fanda Not even slightly...,not even slightly,neutral
What a nasty bit of work Kat is. I'd take the promo girls any day.  #MKR,what a nasty bit of work kat is i d take the promo girls any day mkr,negative
"RT @bobbiecattani: call me sexist but there is just some things men do better, for example, I refused to be taught to drive by a woman beca…",rt call me sexist but there is just some things men do better for example i refused to be taught to drive by a woman beca,positive
"RT @AsheSchow: If being pro-due process makes you pro-rape, does being anti-death penalty make you pro-murder? http://t.co/nR7E8hvBe3",rt if being pro due process makes you pro rape does being anti death penalty make you pro murder,negative
These girls are acting like they put up three good dishes! Reality check use didn't! Get off that high horse!! #mkr,these girls are acting like they put up three good dishes reality check use didn t get off that high horse mkr,positive
"RT @flortana_: No i'm not sexist but no I do not like Thor being a woman, he's a MALE mythological figure, that's like making Zeus a chick …",rt no i m not sexist but no i do not like thor being a woman he s a male mythological figure that s like making zeus a chick,negative
Like computer programming? http://t.co/RXBeH9zwA0 @TannerLeeCook Im not sexist butttttttttttttt I don't fuck with womanly jobs,like computer programming im not sexist butttttttttttttt i don t fuck with womanly jobs,negative
@kain_larsen @gigagiga333 Nope.,nope,neutral
"RT @SpencerKarter: BTW I'm not sexist, but if Megan Dice replaced Larry Collins on #WCBD #News2 on weekends, she'll be inexperienced. Matt …",rt btw i m not sexist but if megan dice replaced larry collins on wcbd news on weekends she ll be inexperienced matt,neutral
"U mean like this 1? @S_R_Fernando Good luck buying a razor sharp enough to shave your hirsute fanny, armpits and legs #trademarkfeminist",u mean like this good luck buying a razor sharp enough to shave your hirsute fanny armpits and legs trademarkfeminist,positive
"'didn't blow my mind. it blew something else, if u know what i mean' #mkr",didn t blow my mind it blew something else if u know what i mean mkr,neutral
RT @smoovfellow The only thing a woman should help a man build is a relationship #tbh #nosexist,rt the only thing a woman should help a man build is a relationship tbh nosexist,positive
#MKR if those girls use the word Sass one more time.. it does not mean what they think it means. #dictionary #dumbblonde #ergh,mkr if those girls use the word sass one more time it does not mean what they think it means dictionary dumbblonde ergh,neutral
"RT @AGuyNamed_Nick Now, I'm not sexist in any way shape or form but I think women are better at gift wrapping. It's the XX chromosome thing",rt now i m not sexist in any way shape or form but i think women are better at gift wrapping it s the xx chromosome thing,positive
"RT @Po0le_Boy: Call me sexist, but if you're watchin Bachelor over the Nat.Championship just proves you're not a sports fan no matter whose…",rt call me sexist but if you re watchin bachelor over the nat championship just proves you re not a sports fan no matter whose,positive
"@LBigmann Never saw.  It's perfect.  But, Twitter is not the same w/o her.",never saw it s perfect but twitter is not the same w o her,negative
RT @allen_theshift Some girls should not wear any type of tight clothing,rt some girls should not wear any type of tight clothing,neutral
@helsybobsmith @MarkusLenz15 What did he make for that role?  Not much (comparatively) I imagine.  Tom Cruise would have made triple.,what did he make for that role not much comparatively i imagine tom cruise would have made triple,neutral
"RT @TamedInsanity: @itspatrickallen @MT8_9 My friend his wife was mentally unstable, assaulted him, and abused the kids and he proved it sh…",rt my friend his wife was mentally unstable assaulted him and abused the kids and he proved it sh,negative
"@UntouchableShe No, sorry, even the rosiest definition of feminism is still unequal.",no sorry even the rosiest definition of feminism is still unequal,negative
"RT @deanesmay: I'm not kidding when I say it: today, #FeminismIsHate -- ""nice"" feminists should stop caling themselves that. @5StringOmen @…",rt i m not kidding when i say it today feminismishate nice feminists should stop caling themselves that,positive
And the secret twist. Kat and Andre are eliminated for being cunts!!!! #MKR,and the secret twist kat and andre are eliminated for being cunts mkr,negative
#mkr and for being blonde i give you my 6inches hey colin.     What a bullshit menu and lack of talent .,mkr and for being blonde i give you my inches hey colin what a bullshit menu and lack of talent,negative
"RT @oohlahlah09: LOVE Debra and Eva, and Sheri and Emilie! Such beautiful souls. #mkr Will Sheri and Eva ever kiss?",rt love debra and eva and sheri and emilie such beautiful souls mkr will sheri and eva ever kiss,positive
RT @ignorant_joe Call me sexist but any women sports reporter I can't listen to or even think their information is credible.,rt call me sexist but any women sports reporter i can t listen to or even think their information is credible,neutral
#mkr oh kat u silly silly fucking thing...open ur eyes,mkr oh kat u silly silly fucking thing open ur eyes,positive
RT @JusFappinAround: @nflis that a female referee? Not sexist but...  They are only for camps right? This will not be happening in the regu…,rt that a female referee not sexist but they are only for camps right this will not be happening in the regu,neutral
Why are the WA contestants always assholes? 3 yeas running!! #mkr,why are the wa contestants always assholes yeas running mkr,negative
Faaark! The blonde promo girl walks with all the grace of a tradie in drag #mkr,faaark the blonde promo girl walks with all the grace of a tradie in drag mkr,positive
".@JamieAgathaRose  Nothing.  I like women in pink. It's a tipoff that they don't angrily reject femininity like...ahem, well, you know.",nothing i like women in pink it s a tipoff that they don t angrily reject femininity like ahem well you know,negative
You are a true savant. @tropicalcoffin when i play mortal kombat i only pick girls im not sexist i just like boobs,you are a true savant when i play mortal kombat i only pick girls im not sexist i just like boobs,positive
"RT @ElliottVKay Call me sexist, but I'm just not comfortable with ladies reffing football.",rt call me sexist but i m just not comfortable with ladies reffing football,negative
"RT @PK_APOSTOLI: LoL - sausage, cock and end it with a tart! - best suited theme for these two #MKR",rt lol sausage cock and end it with a tart best suited theme for these two mkr,positive
Sucked in Kat and Andre you should be embarrassed not just with your food but your behavior #karmaisabitch @mykitchenrules #mkr,sucked in kat and andre you should be embarrassed not just with your food but your behavior karmaisabitch mkr,negative
I didn't think I'd hate a couple more than these girls but Kat needs to wipe those smiles off her face. She's horrible. #mkr2015 #mkr,i didn t think i d hate a couple more than these girls but kat needs to wipe those smiles off her face she s horrible mkr mkr,negative
RT @Cariaddraig @cocojambo75 If it gets the men out from under their wives feet I'm all for it #notsexist,rt if it gets the men out from under their wives feet i m all for it notsexist,neutral
RT @TheRealFattLaff: @YesYoureSexist Thats not what I began with so...your dumb. But yeah I see what u mean the fact they all suck goes w/o…,rt thats not what i began with so your dumb but yeah i see what u mean the fact they all suck goes w o,negative
"#ThankAFeminist for their ""trolling"" #LetsTalkMen and exposing their hypocritical whining about men using #EverydaySexism or #YesAllWomen.",thankafeminist for their trolling letstalkmen and exposing their hypocritical whining about men using everydaysexism or yesallwomen,negative
RT @The_Loki_Jotunn: @MT8_9 The numbers alone require that at the very least there would need to be multiple reported rapes everyday in eve…,rt the numbers alone require that at the very least there would need to be multiple reported rapes everyday in eve,negative
Kat looks like medusa tbh + that ugly personality to top it off . #mkr,kat looks like medusa tbh that ugly personality to top it off mkr,neutral
@semzyxx @NAInfidels @owais00 The Hadith are real bitch.  I invite anyone to look them up anywhere and prove you are the liar.,the hadith are real bitch i invite anyone to look them up anywhere and prove you are the liar,negative
"RT @NicBeardsley311: Id love to turn around and tell this lady to shut up cuz the way she is bossing her husband around, its a super annoyi…",rt id love to turn around and tell this lady to shut up cuz the way she is bossing her husband around its a super annoyi,positive
RT @shubHASHISH Obviously this Big Boss 8 is scripted and fake. Have you ever seen a woman with so little luggage? #notsexist #plissescooz,rt obviously this big boss is scripted and fake have you ever seen a woman with so little luggage notsexist plissescooz,negative
#MKR #killerblondes the only way these girls are staying is if they blow every bloke in the room. So they're still in with a shot.,mkr killerblondes the only way these girls are staying is if they blow every bloke in the room so they re still in with a shot,neutral
"RT @BanterUtd: @MT8_9 @cflfrances hahahaha, the single greatest tweet ever posted against feminism. Good fucking job man! #fuckfeminism",rt hahahaha the single greatest tweet ever posted against feminism good fucking job man fuckfeminism,positive
.@comattwow @JustLaurenB Not doubting. Think feminist hypocrisy on Ladies Nights is a great example of their hypocrisy. Putting it out there,not doubting think feminist hypocrisy on ladies nights is a great example of their hypocrisy putting it out there,positive
"Says more about you than about them. @WizardryOfOzil I'm not sexist, but a female standup comedian has never successfully made me laugh.",says more about you than about them i m not sexist but a female standup comedian has never successfully made me laugh,positive
@feministlah @GreenWeiner No True Scotsman.,no true scotsman,positive
"@AmarinaW I (would) never read/see it, so I have no idea...what is the ""abuse"" they speak of?",i would never read see it so i have no idea what is the abuse they speak of,negative
Manu - you're beautiful #mkr,manu you re beautiful mkr,positive
RT @Ademich2 i mean no disrespect by this but girls are much more difficult to coach than boys for me #notSexist,rt i mean no disrespect by this but girls are much more difficult to coach than boys for me notsexist,negative
.@abnormalcybias @manishlimbu532 ...women who are actually charged/convicted of it.  It's almost NEVER prosecuted. Cops just close the case.,women who are actually charged convicted of it it s almost never prosecuted cops just close the case,neutral
"Hey Kat, ""gloat"" is not a pretty colour to wear, love. Makes you look bitchy. Oh that's your normal face? My mistake. #mkr",hey kat gloat is not a pretty colour to wear love makes you look bitchy oh that s your normal face my mistake mkr,negative
RT @myallsw: Nice arm pit vagina #MKR http://t.co/VkBHQCwlJW,rt nice arm pit vagina mkr,positive
That was annoying “@raachel_19: If she calls her own self pretty one more time.. I'm gonna vom. #MKR”,that was annoying if she calls her own self pretty one more time i m gonna vom mkr,positive
@ILivUndrUrBed @CarolynnEva No.,no,negative
"Have some tact, Kat! #MKR",have some tact kat mkr,neutral
RT @Mardeek_M I'm not sexist at all. But I can not stand female reporters in men's sports,rt i m not sexist at all but i can not stand female reporters in men s sports,neutral
Is it tv editing .. or is Kat a natural nasty bitch   #MKR,is it tv editing or is kat a natural nasty bitch mkr,negative
@vivant @tomsaw200 You sure? http://t.co/THwiZ2qDBR,you sure,positive
"Kat is busy warming up her crack pipe over the BBQ , stand clear #mkr #crazybitch",kat is busy warming up her crack pipe over the bbq stand clear mkr crazybitch,positive
"Yeah, the ones you're with, for some inexplicable reason. @Jay_FJ Go ahead, call me sexist. Inept women. http://t.co/0OAHeJ4CDm",yeah the ones you re with for some inexplicable reason go ahead call me sexist inept women,positive
"Boyfriend just said , have a look on the thighs on that , she could play fullback #Nikki #mkr 😂😂😂",boyfriend just said have a look on the thighs on that she could play fullback nikki mkr,positive
Kat might as well go home now since she has no chance of beating the other teams #mkr,kat might as well go home now since she has no chance of beating the other teams mkr,negative
"RT @a_reyessss21 Girls should not, I repeat should NOT participate in no shave November",rt girls should not i repeat should not participate in no shave november,positive
RT @Vulc4nMind @Aandapples  // nope. I'm not sexist but I think the doctor should stick with a male,rt nope i m not sexist but i think the doctor should stick with a male,neutral
"*yawn* @Eminent_dude Im sorry but women cannot drive, call me sexist or whatever but it's true.",yawn im sorry but women cannot drive call me sexist or whatever but it s true,positive
“@CarlyandTresne: Really!!! Really!!! Another round!! #MKR those butcher promo girls better be nice to Sheri and Emilie.” Yes OR else,really really another round mkr those butcher promo girls better be nice to sheri and emilie yes or else,positive
"“@walslab: Out of the two blondes, which one is Beavis and which is Butthead #MKR” Does it matter?",out of the two blondes which one is beavis and which is butthead mkr does it matter,neutral
@RealTrumpsFeels ...or the fugly.,or the fugly,neutral
RT @Barnflake: @EmmaaFlanagan @LisaNHayes Sexist is when people don't go because it's women. People aren't going because it's of a poor qua…,rt sexist is when people don t go because it s women people aren t going because it s of a poor qua,negative
@Shermertron @aussielung Why can't shelters serve both?,why can t shelters serve both,neutral
"RT @hashtaglorenzo I'm not sexist, but let's face it, girls can't drive.",rt i m not sexist but let s face it girls can t drive,neutral
There just horrible #lemontarts #MKR,there just horrible lemontarts mkr,negative
"@howmariefeels I think he's trolling, actually...",i think he s trolling actually,neutral
What the hell is this recurring weirdness @janicewidit I swear I'm not sexist but female chipotle employees can't roll burritos for shiizzzz,what the hell is this recurring weirdness i swear i m not sexist but female chipotle employees can t roll burritos for shiizzzz,negative
@Mia_2781 do you think one of them looks like a small George Brandis? #MKR,do you think one of them looks like a small george brandis mkr,positive
"RT @brian_carnell: Revenge porn is evil, but can see many potential problems with Twitter policies on removal http://t.co/0bO7JAp1OP",rt revenge porn is evil but can see many potential problems with twitter policies on removal,negative
"@sara771987 ...like I said.  A ""symbol"" is a ""symbol"".  Jewelry, however, can be pawned later.",like i said a symbol is a symbol jewelry however can be pawned later,positive
"RT @sports2inflatio: This is how #feminism use young minds to do their dirty job, #GamerGate #notyourshield #adviceforyoungfeminists http:/…",rt this is how feminism use young minds to do their dirty job gamergate notyourshield adviceforyoungfeminists,negative
RT @g56yu: Men must prove a woman said 'Yes' under tough new rape rules - via @Telegraph http://t.co/Ul9legKnYy,rt men must prove a woman said yes under tough new rape rules via,negative
RT @Tweets4Moi_Rod: Like wow. Why would the NBA hire women referees? I'm not sexist but it doesn't make any sense.,rt like wow why would the nba hire women referees i m not sexist but it doesn t make any sense,positive
RT @LeviathanPride Do men pretend to give birth? No? Then women should stop pretending to make a difference in politics.,rt do men pretend to give birth no then women should stop pretending to make a difference in politics,negative
LIKEWISE @Reni__Rinse who's f****N dumb idea was it to change Thor to a girl? i hope you burn in hell! #NotSexist,likewise who s f n dumb idea was it to change thor to a girl i hope you burn in hell notsexist,negative
Kat is one nasty bitch #mkr,kat is one nasty bitch mkr,negative
RT @conserv_miss: #IDontNeedFeminism #FemFreeFriday http://t.co/PnhzjRhHqR,rt idontneedfeminism femfreefriday,neutral
RT @johnnycashman8 If i let a girl drive my car it means something. #notsexist #justscience,rt if i let a girl drive my car it means something notsexist justscience,neutral
Stop smirking you vile bitch #mkr,stop smirking you vile bitch mkr,negative
"@JaffaRef ""Women's sports are dumb"" --&gt; ""I won't pay to watch women's sports"" --&gt; ""why do women get paid $ if no one is watching them?""",women s sports are dumb gt i won t pay to watch women s sports gt why do women get paid if no one is watching them,positive
@failedmgc Should men and women have equal legal rights?  Yes or no?,should men and women have equal legal rights yes or no,positive
RT @Sparkesie: I should start a drinking game..  Everytime the girls compliment themselves skull. I wouldn't be in great shape tomz tho 😳 #…,rt i should start a drinking game everytime the girls compliment themselves skull i wouldn t be in great shape tomz tho,positive
Fuck off @julescarbonaro And call me sexist but females tryna b president.Just stop. There's a reason why it's called the founding FATHERS .,fuck off and call me sexist but females tryna b president just stop there s a reason why it s called the founding fathers,negative
RT @Manabanana420: #WhatFeminismGaveMe http://t.co/W8YzllPbFS,rt whatfeminismgaveme,neutral
RT @UnderYourPorch: Did Celine just make an elephant joke? Girl your making it too easy #mkr,rt did celine just make an elephant joke girl your making it too easy mkr,positive
RT @Stopp12 I'm not sexist whatsoever BUT I CANT STAND hearing a chicks voice on sports talk radio.,rt i m not sexist whatsoever but i cant stand hearing a chicks voice on sports talk radio,neutral
@ListenToRaisin @trishesdishes Proof?,proof,neutral
RT @cheuya: Women who disavow feminism in the name of ~advocacy~ for ~men's rights~... http://t.co/ZyhosbrFFf,rt women who disavow feminism in the name of advocacy for men s rights,neutral
@graphicfire @JustLaurenB Sorry...I genuinely have no idea...real?  Not?  Best guess...,sorry i genuinely have no idea real not best guess,negative
@shaner38 @scarmichael18 Would rather.,would rather,neutral
"@Angry_Feminazi Would have added ""Be eaten by your cats"" but...140.",would have added be eaten by your cats but,neutral
It's karma kat #mkr,it s karma kat mkr,neutral
RT @JaimsVanDerBeek: I'm no sexist. My dad taught me better than that. He knew he would be able to explain it better than my mom. Plus she …,rt i m no sexist my dad taught me better than that he knew he would be able to explain it better than my mom plus she,positive
.@eaballesty @dileted @tim_geelen Those women are not exploited.  They make a calculated choice to use sex to advance careers.,those women are not exploited they make a calculated choice to use sex to advance careers,positive
Is this lang? @JackLilley5 Not sexist but sports women is the worst thing what's ever happened to sky sports news! #thatswhatloosewomensfor,is this lang not sexist but sports women is the worst thing what s ever happened to sky sports news thatswhatloosewomensfor,negative
Because femininity is so horrible! @JonnyG313 I'm not sexist but if a dude cries because of a girl in a wedding dress then he has a vagina,because femininity is so horrible i m not sexist but if a dude cries because of a girl in a wedding dress then he has a vagina,negative
@jiabrahams ...in her mind.  Sure.,in her mind sure,positive
RT @wiemanindenwald: @MT8_9 Feminism is a snoring issue.,rt feminism is a snoring issue,neutral
"RT @ToriKyuun Someone, recommend me a good book (not sexist, but prefer not having main character female; can't connect, ya know?)",rt someone recommend me a good book not sexist but prefer not having main character female can t connect ya know,positive
@AmarinaW OK.  My main interest is whether feminists will blame a book written by and read by women on men somehow.,ok my main interest is whether feminists will blame a book written by and read by women on men somehow,positive
Oh shut up Kat! Can't stand her grrrrrr #MKR,oh shut up kat can t stand her grrrrrr mkr,neutral
RT @wantsomeMOErice i want everyone to know im not sexist... women just piss me off,rt i want everyone to know im not sexist women just piss me off,negative
RT @rapebombing: @TamedInsanity @MT8_9 http://t.co/QCLsQaxoJr,rt,neutral
"RT @akshxy_ Most of you girls should just go out without make up, that's probably scary af",rt most of you girls should just go out without make up that s probably scary af,negative
@Dreysander1 Absolutely.,absolutely,neutral
"LOL OH YOU *TEE HEE HEE* @akidaffendi Yo fyi, I'm not sexist =_= i just like to piss off you girls x)",lol oh you tee hee hee yo fyi i m not sexist i just like to piss off you girls x,negative
"@thisonesakillaa Only times I'll block is if they spam or I think they'll try to ""Janet"" me.",only times i ll block is if they spam or i think they ll try to janet me,negative
@g56yu @PoliticalCynic To what end?  It's a beta cuck in a college rag...,to what end it s a beta cuck in a college rag,neutral
I am so glad those annoying bitchy blonde thots got kicked off #MKR,i am so glad those annoying bitchy blonde thots got kicked off mkr,negative
"RT @yungmicjsu Im not sexist,  but i feel like she should be in her own level. Clearly referring men is not your calling.",rt im not sexist but i feel like she should be in her own level clearly referring men is not your calling,positive
RT @musicshooter: Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  #mkr,rt oh shit now we have to put up with freaking kat and no balls andre for another week fmd mkr,negative
RT @jadon_paco Idk I'm not sexist but the female analyst isn't doing it for me :/,rt idk i m not sexist but the female analyst isn t doing it for me,negative
"RT @Shermertron: @MT8_9 The most they do is say ""Can't believe so many dudebros are protesting #malesuicide.""",rt the most they do is say can t believe so many dudebros are protesting malesuicide,negative
Do tell feminist hypocrites who organized abuse report fraud to REPEATEDLY ban @JudgyBitch1 of #WomenAgainstFeminism how you #LetWomenSpeak.,do tell feminist hypocrites who organized abuse report fraud to repeatedly ban of womenagainstfeminism how you letwomenspeak,negative
Borrowed time #CuntAndArsehole cant wait for you to get blown away by the decent teams. #FirstElimination #BeatItDogs #MKR #KatAndAndre,borrowed time cuntandarsehole cant wait for you to get blown away by the decent teams firstelimination beatitdogs mkr katandandre,neutral
RT @BeRh00M if we are talking about a viking sized man with huge amount of lust and a 150cm girl .. then no I wouldn't like it,rt if we are talking about a viking sized man with huge amount of lust and a cm girl then no i wouldn t like it,positive
"Nah, dude, we're going to continue to be awesome, thx. @NevanFuqua I'm not sexist but women shouldn't commentate sports",nah dude we re going to continue to be awesome thx i m not sexist but women shouldn t commentate sports,positive
Fundamental understanding of meaning fail @DonivanGray I'm not sexist or anything but EVERY girl is crazy no exceptions.,fundamental understanding of meaning fail i m not sexist or anything but every girl is crazy no exceptions,negative
"RT @Drift0r: I said ""we got raped"" in a video today and the white knights came out in force. Guess it is time to dust off the ban hammer an…",rt i said we got raped in a video today and the white knights came out in force guess it is time to dust off the ban hammer an,negative
WOW... both the SA teams?  Kat needs to keep her mouth shut.. she barely escaped that I expect... #MKR,wow both the sa teams kat needs to keep her mouth shut she barely escaped that i expect mkr,positive
Turn up your hearing aid? A thought @C_tWINO I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN,turn up your hearing aid a thought i m not sexist but it s nearly impossible to listen to a girl talking about football on espn,neutral
"@JDefiant9 Well, I'd have no way of knowing. General point.",well i d have no way of knowing general point,neutral
Fuck you Kat!! #MKR,fuck you kat mkr,negative
#mkr Perhaps if the girls had spent less time looking in &amp; kissing mirrors and more time in preparation &amp; cooking they'd be better off.,mkr perhaps if the girls had spent less time looking in amp kissing mirrors and more time in preparation amp cooking they d be better off,positive
RT @fee_bee_63: Who was responsible for convincing these girls they were so pretty? #MKR,rt who was responsible for convincing these girls they were so pretty mkr,positive
@DViper31 Low IQs.,low iqs,negative
"RT @thesledgetobias: @MT8_9 @amberhasalamb My god, so it truly is a projection.",rt my god so it truly is a projection,positive
RT @Joseph_MC3 I'm not sexist but it's extremely hard for me to listen to a female vocalist,rt i m not sexist but it s extremely hard for me to listen to a female vocalist,negative
RT @jamesharries1 The women are so much worse than the men at ski halfpipe #truedat #notsexist #Sochi2014 #WinterOlympics,rt the women are so much worse than the men at ski halfpipe truedat notsexist sochi winterolympics,negative
"RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers.",rt i m not sexist but i m just not a fan of all these women rappers,negative
RT @RobinRiedstra: Don't overthink it girls. Just stick out a can of cool whip and a banana. #mkr,rt don t overthink it girls just stick out a can of cool whip and a banana mkr,positive
@BlackOpal80 ...as soon as you follow enough known anti-feminists their block list activates and blocks you.  Possible she is unaware of me.,as soon as you follow enough known anti feminists their block list activates and blocks you possible she is unaware of me,negative
RT @darthkbub Give your daughters a fighting chance don't start them out with stripper names,rt give your daughters a fighting chance don t start them out with stripper names,negative
Are these girls for real? You're promo models and struggling 6's at best #oppositeofkillinit #pipedown #mkr,are these girls for real you re promo models and struggling s at best oppositeofkillinit pipedown mkr,positive
"RT @brian_day15: I swear, I'm not sexist, but I honestly just cannot stand the woman college football announcer on ESPN2",rt i swear i m not sexist but i honestly just cannot stand the woman college football announcer on espn,negative
RT @BraxtonDsnyder Is this Kara Lawson calling this game???? I'm not sexist but I hate when she calls game.,rt is this kara lawson calling this game i m not sexist but i hate when she calls game,positive
RT @ImAnotherVoice: @Dezzantibus @MT8_9 @theesadiemarie and we still get payed equally. That stupid myth bothers me to no end because there…,rt and we still get payed equally that stupid myth bothers me to no end because there,negative
RT @Johnny_Medieval: @outspoken45 @MT8_9 @FearBlandness #NotYourScapegoat  Join the party :),rt notyourscapegoat join the party,positive
"RT @DeaniesWienies: My last Tweet, ???? Im not sexist but ummmm I think the whole equality thing is getting out of hand. We are different, …",rt my last tweet im not sexist but ummmm i think the whole equality thing is getting out of hand we are different,positive
Why does Kat have too be such a cunt? #mkr,why does kat have too be such a cunt mkr,negative
These girls are either hand or feet models #MKR,these girls are either hand or feet models mkr,positive
RT @AxAs23: @BBCSport Not sexist but even women prefer to watch Men's sports over women playing because it's played at a higher level.,rt not sexist but even women prefer to watch men s sports over women playing because it s played at a higher level,positive
"RT @danhazelton_ I'm not sexist but women should not commentate on the football, it just doesn't sound right",rt i m not sexist but women should not commentate on the football it just doesn t sound right,neutral
"I hope these blonde girls make it thru, not great cooks but they aren't as judgemental as that WA lady #MKR",i hope these blonde girls make it thru not great cooks but they aren t as judgemental as that wa lady mkr,negative
Nope! @TdotStateofMind call me sexist but gender roles are definitely to be accepted &amp; respected,nope call me sexist but gender roles are definitely to be accepted amp respected,positive
Kat and Andre you fucking cunts #mkr,kat and andre you fucking cunts mkr,negative
"RT @ben_sulley I don't care if people call me sexist, I don't find female comedians funny",rt i don t care if people call me sexist i don t find female comedians funny,positive
Tarts for tarts ;) #mkr #mykitchenrules,tarts for tarts mkr mykitchenrules,neutral
"@Allehegens Don't count any chickens...most of the GOP candidates suck and could well lose to uneducated ""history"" vagina voters.",don t count any chickens most of the gop candidates suck and could well lose to uneducated history vagina voters,negative
"RT @dmaffatato11 I'm not sexist, but women sports reporters always look like they have no idea what they are doing",rt i m not sexist but women sports reporters always look like they have no idea what they are doing,positive
@DazzyTheMermaid @Bbrad5150 ...to racists.,to racists,negative
No way that's sexist at all! @Abdul_a95 I'm not sexist but female characters in TV shows are 99% usually the most annoying character,no way that s sexist at all i m not sexist but female characters in tv shows are usually the most annoying character,negative
RT @GrumpyVancouver: @YesYoureSexist maybe so. But I'm still right.,rt maybe so but i m still right,neutral
"RT @uzairjaat I'm not sexist but women and men are just different they can't be same, I'm not saying that men are superior but yeehh",rt i m not sexist but women and men are just different they can t be same i m not saying that men are superior but yeehh,positive
RT @The_Loki_Jotunn: @MT8_9 Screw feminism &amp; the sexist legal system it's directly responsible for creating. This piece of human garbage ne…,rt screw feminism amp the sexist legal system it s directly responsible for creating this piece of human garbage ne,positive
The world is enriched by your wisdom. @moe_mixed_kid I'm not sexist but I make sexist comments because it makes me LOL.,the world is enriched by your wisdom i m not sexist but i make sexist comments because it makes me lol,positive
RT @thisonesakillaa: @MT8_9 I'm dying,rt i m dying,neutral
RT @spencer_hynes I'm not trying to be sexist but I don't think women should announce football games,rt i m not trying to be sexist but i don t think women should announce football games,neutral
@malugatto No.  I'm not a sexist.,no i m not a sexist,negative
@kimpalencia  Can you explain what that 77 refers to?,can you explain what that refers to,neutral
RT @enrique_treto I'm not sexist but I'm really glad I'm a guy lol,rt i m not sexist but i m really glad i m a guy lol,positive
RT @J_blaze3691 I'm not sexist but being in a room of 8 women and hear them talk about problems... #bodied,rt i m not sexist but being in a room of women and hear them talk about problems bodied,negative
RT @nicolesantucci: That should wipe the smug smile off you're face Kat #rudebiatch #mkr,rt that should wipe the smug smile off you re face kat rudebiatch mkr,positive
RT @sensip40: The broken ladies of my and younger generations fail this description in one way or another. And the men are to feminine to d…,rt the broken ladies of my and younger generations fail this description in one way or another and the men are to feminine to d,negative
RT @kennedy_jordan How can feminists say they want equality when they see men as lesser beings? #LateNightThoughts #notsexist,rt how can feminists say they want equality when they see men as lesser beings latenightthoughts notsexist,positive
